input_name,normalized,slug,found,method,confidence,source_url,saved_path,variants_tried,error
chch,chch,chch,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/b/b8/Christchurch_Art_Gallery%2C_Christchurch%2C_New_Zealand.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\chch.jpg,chch,
citytv montreal,citytv montreal,citytv_montreal,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/9/9e/Citytv_logo.svg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\citytv_montreal.svg,citytv montreal,
citytv toronto,citytv toronto,citytv_toronto,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/3/3f/Breakfast_Television_logo.svg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\citytv_toronto.svg,citytv toronto,
citytv vancouver,citytv vancouver,citytv_vancouver,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/9/9e/Citytv_logo.svg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\citytv_vancouver.svg,citytv vancouver,
cottage life,cottage life,cottage_life,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/c/c7/Lenham_Cottages_at_The_Museum_of_Kent_Life_-_geograph.org.uk_-_1498205.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\cottage_life.jpg,cottage life,
cp24,cp24,cp24,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/9/9c/CP24_black_logo.svg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\cp24.svg,cp24,
cpac,cpac,cpac,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/0/0c/Cpac_logo-red.png,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\cpac.png,cpac,
ctv news,ctv news,ctv_news,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/5/59/CTV_News.svg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\ctv_news.svg,ctv news,
ctv toronto,ctv toronto,ctv_toronto,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/6/64/Environmentalist_Tyson_Jerry_Interviewed_by_CTV_During_Driven_to_Sustain_Campaign_in_Toronto.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\ctv_toronto.jpg,ctv toronto,
ctv vancouver,ctv vancouver,ctv_vancouver,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/1/1f/CTV_%28Crosby_Tour_Vancouver_2010%29_Gold_Canada_Gold_Switzerland_vs._Canada_%284369406071%29.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\ctv_vancouver.jpg,ctv vancouver,
ctv montreal,ctv montreal,ctv_montreal,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/3/3d/Cupcake_Camp_Montreal_2009_%284114098280%29.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\ctv_montreal.jpg,ctv montreal,
ctv2 toronto,ctv2 toronto,ctv2_toronto,True,commons_search,0.7,https://upload.wikimedia.org/wikipedia/commons/0/0e/Arte_hebraispano._-_%28Hebrew_characters%29_Dikduk_leschon_hakkodhesch_bilschon_sipharadhith._Grammatica_de_la_lengua_santa_en_idioma_castellano-_-cpor_el_R._P._F._Martin_del_Castillo_%28IA_artehebraispanoh00cast%29.pdf,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\ctv2_toronto.png,ctv2 toronto | ctv2,
ctv2 ottawa,ctv2 ottawa,ctv2_ottawa,True,commons_search,0.7,https://upload.wikimedia.org/wikipedia/commons/0/0e/Arte_hebraispano._-_%28Hebrew_characters%29_Dikduk_leschon_hakkodhesch_bilschon_sipharadhith._Grammatica_de_la_lengua_santa_en_idioma_castellano-_-cpor_el_R._P._F._Martin_del_Castillo_%28IA_artehebraispanoh00cast%29.pdf,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\ctv2_ottawa.png,ctv2 ottawa | ctv2,
family,family,family,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/3/3c/Queen_Victoria_surrounded_by_her_family_-_Coburg%2C_1894_%281_of_2%29.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\family.jpg,family,
game shownada,game shownada,game_shownada,True,commons_search,0.7,https://upload.wikimedia.org/wikipedia/commons/4/4f/Shakedown_2008_Figure_1a.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\game_shownada.jpg,game shownada | game,
global national,global national,global_national,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/b/b9/1880-_Global_surface_temperature_-_heat_map_animation_-_NASA_SVS.webm,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\global_national.png,global national,
global montreal,global montreal,global_montreal,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/6/61/Global_Montreal_logo_since_2022.svg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\global_montreal.svg,global montreal,
global toronto,global toronto,global_toronto,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/4/49/Global_Toronto_logo_since_2022.svg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\global_toronto.svg,global toronto,
global vancouver,global vancouver,global_vancouver,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/c/cb/Vancouver_Protest-_Gaza_Freedom_Flotilla_Global_Day_of_Action_IMG_2981_%284672825843%29.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\global_vancouver.jpg,global vancouver,
global newslgary,global newslgary,global_newslgary,True,commons_search,0.7,https://upload.wikimedia.org/wikipedia/commons/b/b9/1880-_Global_surface_temperature_-_heat_map_animation_-_NASA_SVS.webm,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\global_newslgary.png,global newslgary | global,
global news edmonton,global news edmonton,global_news_edmonton,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/6/6c/Global_News_Radio_Edmonton_Logo.PNG,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\global_news_edmonton.png,global news edmonton,
global news montreal,global news montreal,global_news_montreal,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/0/06/GREEN_JOBS_CREATED_BY_GLOBAL_WARMING_INITIATIVES_%28IA_gov.gpo.fdsys.CHRG-110shrg73571%29.pdf,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\global_news_montreal.png,global news montreal,
global news toronto,global news toronto,global_news_toronto,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/7/7e/2024_Yorkville_Illinois_Polar_Plunge_%2853579306158%29.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\global_news_toronto.jpg,global news toronto,
global news vancouver,global news vancouver,global_news_vancouver,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/5/56/Global_News_Radio_980CKNW_logo.png,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\global_news_vancouver.png,global news vancouver,
global news winnipeg,global news winnipeg,global_news_winnipeg,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/c/c9/Naval_Service_Medical_News_%28NSMN%29_94-45_%28IA_Med94045%29.pdf,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\global_news_winnipeg.png,global news winnipeg,
ici television,ici television,ici_television,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/0/06/ICI_Ottawa-Gatineau_logo_2018.svg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\ici_television.svg,ici television,
legislative assembly of ontario,legislative assembly of ontario,legislative_assembly_of_ontario,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/3/39/Ontario_Legislative_Assembly_Arms.svg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\legislative_assembly_of_ontario.svg,legislative assembly of ontario,
much,much,much,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/0/0e/Much_Wenlock%2C_former_Barclay%27s_Bank_-_geograph.org.uk_-_1626976.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\much.jpg,much,
oln,oln,oln,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/c/c5/OLN_logo_2011.svg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\oln.svg,oln,
pbs,pbs,pbs,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/c/c0/PBS-Logo.svg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\pbs.svg,pbs,
teletoon,teletoon,teletoon,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/3/3d/T%C3%A9l%C3%A9toon%2B_Logo_2011.svg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\teletoon.svg,teletoon,
w,w,w,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/1/1a/Wolfram_evaporated_crystals_and_1cm3_cube.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\w.jpg,w,
yes tv,yes,yes,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/b/b5/Yes_%28Israel%29-Logo.svg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\yes.svg,yes,
ytv,ytv,ytv,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/0/05/Yomiuri_Telecasting_Corporation_headquarters_in_201909_004.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\ytv.jpg,ytv,
mtv classic,mtv classic,mtv_classic,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/b/b9/MTV_Classic_2011_logo.png,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\mtv_classic.png,mtv classic,
mtv live,mtv,mtv,True,cache_exists,1.0,,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\mtv.svg,,
mtv u,mtv u,mtv_u,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/4/41/Hugh_Skinner_MTV_interview.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\mtv_u.jpg,mtv u,
revolt,revolt,revolt,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/7/7a/Revolt_TV_logo.png,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\revolt.png,revolt,
vh1,vh1,vh1,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/6/61/VH1_Logo.svg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\vh1.svg,vh1,
game+,game+,game,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/7/7d/BOEcombat1.png,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\game.png,game+,
acc,acc,acc,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/c/c7/Atlantic_Coast_Conference_logo.svg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\acc.svg,acc,
espnews,espnews,espnews,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/3/3a/ESPNEWS_HD_logo.svg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\espnews.svg,espnews,
espn,espn,espn,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/7/7e/ESPN_5_Logo.png,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\espn.png,espn,
espn u,espn u,espn_u,True,master_reuse:espn,0.6,,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\espn_u.png,espn,
fs1,fs1,fs1,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/6/6f/FS1_Logo_with_Claim_%282012%29.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\fs1.jpg,fs1,
fs2,fs2,fs2,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/3/38/FS2_logo_2015.svg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\fs2.svg,fs2,
nfl,nfl,nfl,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/c/c9/Fotorahmen_zu_NFL_Munich_Game_auf_dem_Platz_vor_der_Feldherrnhalle_am_Vortag_vom_NFL_Munich_Game_2022-11-12.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\nfl.jpg,nfl,
nba tv,nba,nba,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/a/a0/Partido_NBA_-i---i-_%2831910570250%29.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\nba.jpg,nba,
mlb,mlb,mlb,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/a/a6/Major_League_Baseball_logo.svg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\mlb.svg,mlb,
nhl,nhl,nhl,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/b/bf/Easports_nhl_logo.png,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\nhl.png,nhl,
golf,golf,golf,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/8/8c/Golf_Metra_Station.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\golf.jpg,golf,
tennis,tennis,tennis,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/a/ab/Rich%C3%A8l_Hogenkamp_-_Masters_de_Madrid_2015_-_11.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\tennis.jpg,tennis,
cbs sports,cbs,cbs,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/4/41/Cbs-building.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\cbs.jpg,cbs,
cbs sports golazo,cbs golazo,cbs_golazo,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/a/a7/CBS_Sports_Golazo_Network_logo.svg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\cbs_golazo.svg,cbs golazo,
fight,fight,fight,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/f/f8/Chestnut-tailed_starling_-_%E0%A6%95%E0%A6%BE%E0%A6%A0_%E0%A6%B6%E0%A6%BE%E0%A6%B2%E0%A6%BF%E0%A6%95.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\fight.jpg,fight,
wwe,wwe,wwe,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/0/03/WWE_Logo.svg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\wwe.svg,wwe,
sportsnet,sportsnet,sportsnet,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/7/7f/Logo_Sportsnet_2011.svg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\sportsnet.svg,sportsnet,
sportsnet pacific,sportsnet pacific,sportsnet_pacific,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/7/77/Corps%27pondent_-_USACE-p16021coll8-3169.pdf,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\sportsnet_pacific.png,sportsnet pacific,
sportsnet world,sportsnet world,sportsnet_world,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/d/dd/VERTICALLY_INTEGRATED_SPORTS_PROGRAMMING-_ARE_CABLE_COMPANIES_EXCLUDING_COMPETITION%3F_%28IA_gov.gpo.fdsys.CHRG-109shrg32153%29.pdf,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\sportsnet_world.png,sportsnet world,
sportsnet ontario,sportsnet ontario,sportsnet_ontario,True,commons_search,0.7,https://upload.wikimedia.org/wikipedia/commons/7/7f/Logo_Sportsnet_2011.svg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\sportsnet_ontario.svg,sportsnet ontario | sportsnet,
sportsnet one,sportsnet one,sportsnet_one,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/4/46/Sportsnet_Mobile_Studio_in_Regina.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\sportsnet_one.jpg,sportsnet one,
tsn,tsn,tsn,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/a/a1/Tianjin_Binhai_International_Airport_T2.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\tsn.jpg,tsn,
rds,rds,rds,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/1/1b/The_Shell_Centre_%288709496019%29.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\rds.jpg,rds,
tva sports,tva,tva,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/0/00/TVA_logo_2020.svg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\tva.svg,tva,
one soccer,one soccer,one_soccer,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/5/50/Club_Atletico_Fiumano_1905.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\one_soccer.jpg,one soccer,
next level sports,next level,next_level,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/5/56/Siemens_Viaggio_Next_Level_%C3%96BB_nightjet_2023-12_-_05.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\next_level.jpg,next level,
fox soccer plus,fox soccer,fox_soccer,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/b/bc/George_Fox_Womens_Soccer_-_Nov_2%2C_2008_%283015270400%29.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\fox_soccer.jpg,fox soccer,
pokergo,pokergo,pokergo,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/8/83/PokerGO_Tour_2022_Logo.png,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\pokergo.png,pokergo,
world poker tour,world poker tour,world_poker_tour,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/1/1b/World_Poker_Tour_Logo.png,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\world_poker_tour.png,world poker tour,
ufc fight pass,ufc fight pass,ufc_fight_pass,True,cache_exists,1.0,,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\ufc_fight_pass.svg,,
ufc live,ufc,ufc,True,cache_exists,1.0,,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\ufc.svg,,
red bull tv,red bull,red_bull,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/d/d9/Red_Bull_Headquarters_1_%28DFdB%29.JPG,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\red_bull.jpg,red bull,
willow cricket,willow cricket,willow_cricket,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/9/96/Newton-le-willows_Cricket_Ground%2C_Memorial_-_geograph.org.uk_-_1311748.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\willow_cricket.jpg,willow cricket,
willow xtra,willow xtra,willow_xtra,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/f/f5/Uncle_Sams_forest_rangers_%28IA_CAT11087275563%29.pdf,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\willow_xtra.png,willow xtra,
olympic,olympic,olympic,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/c/ca/Olympic_Stadium_Munich_-_Rows_of_Seats%2C_April_2019_-04.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\olympic.jpg,olympic,
bein sportsa,bein sportsa,bein_sportsa,True,commons_search,0.7,https://upload.wikimedia.org/wikipedia/commons/7/7b/2018-09-17_Eintracht_Frankfurt_Golf_Open_Uwe_Bein-8883_%28cropped%29.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\bein_sportsa.jpg,bein sportsa | bein,
bein sports spanish,bein spanish,bein_spanish,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/d/d4/BeIN_Sports_logo_%28horizontal_version%29.svg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\bein_spanish.svg,bein spanish,
bein sports xtra,bein xtra,bein_xtra,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/1/15/Seeds_%28IA_seeds1908wmel%29.pdf,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\bein_xtra.png,bein xtra,
bein sports connect,bein connect,bein_connect,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/e/ec/Bein_connect_logo.png,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\bein_connect.png,bein connect,
big ten,big ten,big_ten,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/c/c7/Big_Ten_Conference_Logo_Sculpture.JPG,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\big_ten.jpg,big ten,
big ten overflow,big ten overflow,big_ten_overflow,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/c/cf/Our_big_game%3B_a_book_for_sportsmen_and_nature_lovers_%28IA_ourbiggamebookfo00hunt%29.pdf,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\big_ten_overflow.png,big ten overflow,
sec,sec,sec,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/7/73/Secant.svg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\sec.svg,sec,
stadium,stadium,stadium,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/c/ca/Olympic_Stadium_Munich_-_Rows_of_Seats%2C_April_2019_-04.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\stadium.jpg,stadium,
byutv,byutv,byutv,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/6/6f/BYUtv_logo.svg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\byutv.svg,byutv,
afn news,afn news,afn_news,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/7/7c/REGIONAL_NEWS_AFN_NAPLES_-_DDG_COMMISSIONED_IN_KEY_WEST_AND_FORMIDABLE_SHIELD.webm,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\afn_news.png,afn news,
afn sports,afn,afn,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/4/42/American_Forces_Network_logo.png,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\afn.png,afn,
afn spectrum,afn spectrum,afn_spectrum,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/b/bd/Nontraditional_windows_in_spectral_analysis_%28IA_nontraditionalwi1094539817%29.pdf,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\afn_spectrum.png,afn spectrum,
afn family & pulse,afn family & pulse,afn_family_pulse,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/d/d8/Wanamaker_primer_on_Abraham_Lincoln_%28IA_wanamakerprimero5026wana%29.pdf,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\afn_family_pulse.png,afn family & pulse,
afn movie,afn movie,afn_movie,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/a/a7/The_Billboard_1923-06-02-_Vol_35_Iss_22_%28IA_sim_billboard_1923-06-02_35_22%29.pdf,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\afn_movie.png,afn movie,
afn prime atlantic,afn prime atlantic,afn_prime_atlantic,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/3/38/Photo_Story-_TriCaster_Training_%286904090%29.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\afn_prime_atlantic.jpg,afn prime atlantic,
afn prime pacific,afn prime pacific,afn_prime_pacific,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/e/e7/AFN_Pacific_Change_of_Command_%289101865%29.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\afn_prime_pacific.jpg,afn prime pacific,
altitude sports,altitude,altitude,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/2/2f/Hlubok%C3%A1_nad_Vltavou%2C_train_station%2C_main_building%2C_altitude_01.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\altitude.jpg,altitude,
fanduel tv,f&uel,f_uel,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/7/7b/Propositio_Generalis_Arearum_Dimensionem_Exhibens_in_Universo_Illo_Curvarum_Genere_Quae_Revolutione_Aequabili_Circuli_Super_Basin_Quamuis_Uel_Rectilineam_Uel_Circularem_Describi_Possint%2C_etc._%28IA_jstor-102289%29.pdf,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\f_uel.png,f&uel,
fanduel racing,f&uel racing,f_uel_racing,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/d/dd/Lovers_of_the_horse_-_brief_sketches_of_men_and_women_of_the_Dominion_of_Canada_devoted_to_the_noblest_of_animals._-_%281909%29_%2814765514632%29.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\f_uel_racing.jpg,f&uel racing,
fanduel detroit,f&uel detroit,f_uel_detroit,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/d/de/Minutes_of_the-_session_of_the_Detroit_Annual_Conference_of_the_Methodist_Episcopal_Church_%28microform%29_%28IA_31178631.1895.emory.edu%29.pdf,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\f_uel_detroit.png,f&uel detroit,
fanduel detroit extra,f&uel detroit extra,f_uel_detroit_extra,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/a/ab/Cornell_University_Library_digitization_%28IA_cu31924091209100%29.pdf,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\f_uel_detroit_extra.png,f&uel detroit extra,
fanduel florida (miami),f&uel florida miami,f_uel_florida_miami,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/f/f0/Acts_of_the_Legislative_Council_of_the_Territory_of_Florida_-_passed_at_their_twentieth_session%2C_1842_%28IA_actsofleg42flor%29.pdf,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\f_uel_florida_miami.png,f&uel florida miami,
fanduel florida (orlando),f&uel florida orl&o,f_uel_florida_orl_o,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/e/ee/Final_environmental_impact_statement-_New_port_facility_in_Charlotte%2C_Amalie%2C_St._Thomas%2C_V.I.-_Permit_application_by_Virgin_Islands_Port_Authority_-_USACE-p16021coll7-22521.pdf,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\f_uel_florida_orl_o.png,f&uel florida orl&o,
fanduel great lakes,f&uel great lakes,f_uel_great_lakes,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/d/da/Waterborne_commerce_of_the_United_States%2C_calendar_year_1971-_Part_3%2C_waterways_and_harbors%2C_Great_Lakes_-_USACE-p16021coll2-218.pdf,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\f_uel_great_lakes.png,f&uel great lakes,
fanduel indiana,f&uel indiana,f_uel_indiana,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/e/e1/Proceedings_of_the_Indiana_Academy_of_Science_%28IA_proceedingsofind1914indi%29.pdf,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\f_uel_indiana.png,f&uel indiana,
fanduel kansas city,f&uel kansas city,f_uel_kansas_city,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/0/00/Report_of_the_adjutant_general_of_the_state_of_Kansas%2C_1861-%2765_%28IA_reportofadjutant00kans%29.pdf,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\f_uel_kansas_city.png,f&uel kansas city,
